game_id,gamer_id,kills,deaths,assists,kd,damage,score,score_per_min,wall_bangs,headshots,reviver,team_placement,time_played,total_xp,score_xp,match_xp,challenge_xp,medal_xp,bonus_xp,misc_xp,team_wiped,gulag_kills,gulag_deaths,distance_traveled,percent_time_moving,team_survival,executions,nearmisses,kiosk_buy,damage_taken,mission_pickup_tablet,last_stand_kill,longest_streak,cache_open
16163492498473796891,yummkpop#1347,12,1,0,12.00,"4,824","13,850",533.38,0,4,2,4,25m 58s,"34,387","15,110","12,189",0,880,0,0,4,0,0,"440,494",94.4%,24m 38s,0,0,7,756,4,10,13,8
11953989740954279467,yummkpop#1347,12,2,2,6.00,"6,194","14,675",615.30,0,2,2,8,23m 51s,"34,554","15,395","11,110",0,850,0,0,,1,0,"442,132",94.3%,22m 27s,0,0,10,808,3,12,10,5
15523428824912408014,yummkpop#1347,3,4,0,0.75,"2,122","4,475",217.94,0,2,2,14,20m 32s,"17,650","6,040","9,228",0,60,0,0,,0,3,"306,693",88.5%,19m 15s,0,0,2,747,3,5,4,5
14277152533142654519,yummkpop#1347,3,3,0,1.00,"1,621","2,700",223.76,0,1,,27,12m 04s,"9,072","3,200","4,922",0,20,0,0,,1,1,"251,318",82.1%,10m 33s,0,0,1,670,2,2,2,6
17617647452243470606,yummkpop#1347,2,2,2,1.00,599,"5,925",310.21,0,0,2,12,19m 06s,"17,751","7,170","9,277",0,70,0,0,,1,0,"352,697",98.1%,17m 51s,0,0,5,803,3,,2,14
17405525693127673412,yummkpop#1347,11,1,3,11.00,"3,001","9,725",339.44,0,4,,1,28m 39s,"30,338","10,150","13,469",0,375,0,0,1,1,0,"576,970",96.5%,27m 47s,0,0,4,449,3,7,8,11
3134767018198690423,yummkpop#1347,9,2,4,4.50,"4,805","13,800",535.58,0,3,,6,25m 46s,"37,309","16,520","12,104",0,635,0,0,1,1,0,"466,850",97.5%,25m 05s,0,0,6,828,3,12,9,12
16030997275012781550,yummkpop#1347,2,2,1,1.00,535,"1,375",150.00,0,1,,34,09m 10s,"7,643","2,575","4,483",0,30,0,0,1,1,1,"253,572",61.3%,08m 01s,0,0,,455,2,,1,4
3498931785405267104,yummkpop#1347,3,2,0,1.50,"1,117","1,300",182.67,0,0,,39,07m 07s,"5,912","1,500","3,352",0,30,0,0,,1,0,"284,321",94.8%,05m 40s,0,0,,416,1,2,2,3
7513160927943328473,yummkpop#1347,0,1,0,0.00,654,825,171.88,0,0,,10,04m 48s,"3,429","1,125","2,009",0,10,0,0,,0,0,"77,107",98.5%,03m 38s,0,0,,504,1,1,1,4
2593590980207336692,yummkpop#1347,3,2,3,1.50,"2,466","4,900",403.29,0,0,1,5,12m 09s,"12,437","6,160","4,461",0,10,0,0,1,0,0,"120,269",93.1%,11m 01s,0,0,2,848,4,3,4,7
4924300663617838581,yummkpop#1347,2,2,0,1.00,559,"1,150",289.92,0,0,,17,03m 58s,"2,902","1,250",942,0,30,0,0,,0,0,"87,309",80.4%,02m 48s,0,0,,300,1,2,2,4
7589415429966096182,yummkpop#1347,5,2,0,2.50,"1,787","5,700",220.50,0,1,1,4,25m 51s,"19,879","6,620","12,320",0,280,0,0,4,0,1,"364,758",82.6%,24m 23s,0,0,3,435,1,1,5,8
15758024601860525316,yummkpop#1347,1,3,0,0.33,657,"2,875",218.63,0,0,,22,13m 09s,"9,649","3,475","6,159",0,10,0,0,,1,1,"404,731",93.0%,11m 48s,0,0,2,479,2,,1,5
8558556633936751383,yummkpop#1347,19,2,3,9.50,"5,917","17,600",624.11,0,1,3,1,28m 12s,"43,467","22,620","13,252",0,"1,400",0,0,3,1,1,"493,696",91.8%,26m 52s,0,0,8,859,4,13,16,8
14159589573646897553,yummkpop#1347,5,2,3,2.50,"1,999","3,900",219.51,0,1,1,15,17m 46s,"13,519","4,820","8,542",0,50,0,0,1,1,0,"380,293",81.9%,16m 19s,0,0,1,524,2,3,4,6
13388086087924970619,yummkpop#1347,4,2,0,2.00,"1,135","6,800",599.12,0,1,,32,11m 21s,"11,365","7,720","3,625",0,20,0,0,1,1,0,"303,439",95.3%,09m 51s,0,0,5,405,2,2,3,5
16353312942330841573,yummkpop#1347,7,2,3,3.50,"3,270","5,700",251.10,0,2,,9,22m 42s,"17,891","7,050","9,921",0,360,0,0,2,1,0,"395,478",94.5%,20m 36s,0,0,2,670,3,4,6,5
