game_id,gamer_id,kills,deaths,assists,kd,damage,score,score_per_min,wall_bangs,headshots,reviver,team_placement,time_played,total_xp,score_xp,match_xp,challenge_xp,medal_xp,bonus_xp,misc_xp,team_wiped,gulag_kills,gulag_deaths,distance_traveled,percent_time_moving,team_survival,executions,nearmisses,kiosk_buy,damage_taken,mission_pickup_tablet,last_stand_kill,longest_streak,cache_open
2963149074730751583,zeroserker#1337,4,3,0,1.33,"2,037","4,600",208.30,0,2,,16,22m 05s,"16,729","7,320","9,113",0,60,0,0,1,0,2,"297,316",84.6%,20m 23s,0,0,3,"1,153",4,4,3,2
13209731896698053515,zeroserker#1337,8,2,0,4.00,"2,879","6,600",300.46,0,1,1,8,21m 58s,"18,883","8,000","10,673",0,10,0,0,1,1,0,"401,649",81.3%,20m 35s,0,0,4,"3,240",1,2,3,6
9669405621238347907,zeroserker#1337,5,3,0,1.67,"1,605","7,025",317.87,0,0,,9,22m 06s,"19,686","8,845","10,709",0,20,0,0,,0,2,"330,157",78.0%,20m 44s,0,0,4,"1,043",3,4,4,5
9658649716772783504,zeroserker#1337,1,2,0,0.50,369,625,73.67,0,0,,28,08m 29s,"5,055",825,"4,205",0,25,0,0,,0,1,"270,399",49.1%,07m 29s,0,0,,315,1,1,1,2
6282365242087640893,zeroserker#1337,5,1,0,5.00,"2,500","6,300",243.40,0,1,2,2,25m 53s,"22,393","8,740","12,711",0,290,0,0,,0,0,"420,912",96.8%,24m 27s,0,0,4,708,3,6,6,5
10762308631311812145,zeroserker#1337,2,2,0,1.00,673,875,90.36,0,1,1,32,09m 41s,"5,718",975,"4,713",0,30,0,0,,1,0,"270,015",79.0%,08m 23s,1,0,,439,,1,2,2
4744001803815052072,zeroserker#1337,5,4,0,1.25,"1,907","5,525",216.95,0,0,2,3,25m 28s,"19,681","6,445","12,624",0,35,0,0,1,0,3,"352,159",80.5%,24m 04s,0,0,3,"1,175",3,3,4,6
1664135678754719772,zeroserker#1337,1,2,0,0.50,873,"5,825",271.14,0,1,,7,21m 29s,"17,962","6,545","11,200",0,10,0,0,,0,1,"333,701",95.8%,20m 25s,0,0,7,757,3,1,2,17
4751334300655647111,zeroserker#1337,5,4,0,1.25,"1,710","5,600",231.72,0,0,,9,24m 10s,"18,065","6,800","11,195",0,20,0,0,1,0,3,"392,004",67.4%,22m 49s,0,0,2,886,3,4,4,5
13368982060601015834,zeroserker#1337,3,2,0,1.50,"1,283","6,375",288.03,0,0,,12,22m 08s,"17,265","7,295","9,960",0,10,0,0,1,1,0,"515,601",85.7%,20m 46s,0,0,5,456,1,1,1,10
11834300067088971081,zeroserker#1337,2,2,0,1.00,"1,385","5,925",238.43,0,1,,6,24m 51s,"21,076","8,415","11,914",0,20,0,0,1,0,1,"504,334",97.6%,23m 28s,0,0,3,925,5,1,2,13
5268302793416117289,zeroserker#1337,2,2,0,1.00,818,"4,975",401.75,0,0,,23,12m 23s,"12,022","6,400","5,592",0,30,0,0,,1,0,"323,370",90.8%,10m 59s,0,0,3,436,3,1,1,2
11202996407889354185,zeroserker#1337,3,3,0,1.00,"1,302","1,850",134.55,0,1,2,19,13m 45s,"10,133","3,470","6,499",0,30,0,0,1,0,2,"278,021",88.3%,12m 26s,0,0,1,849,1,2,2,1
3692702600416130481,zeroserker#1337,0,0,0,0.00,0,0,0.00,0,0,,51,21s,0,0,0,0,0,0,0,,0,0,0,0.0%,00m 8.736s,0,0,,0,,,0,
