game_id,gamer_id,kills,deaths,assists,kd,damage,score,score_per_min,wall_bangs,headshots,reviver,team_placement,time_played,total_xp,score_xp,match_xp,challenge_xp,medal_xp,bonus_xp,misc_xp,team_wiped,gulag_kills,gulag_deaths,distance_traveled,percent_time_moving,team_survival,executions,nearmisses,kiosk_buy,damage_taken,mission_pickup_tablet,last_stand_kill,longest_streak,cache_open
16076048920570322838,zeroserker#1337,0,2,0,0.00,255,200,33.99,0,0,,47,05m 53s,"2,303",700,"1,603",0,0,0,0,,0,1,"235,373",40.1%,03m 46s,0,0,,317,2,,0,
2662865406489271998,zeroserker#1337,2,2,0,1.00,337,"3,475",298.71,0,0,,22,11m 38s,"13,001","5,390","6,911",0,0,0,0,,1,0,"406,331",85.4%,10m 20s,0,0,3,539,2,1,1,5
184202694285440376,zeroserker#1337,8,2,2,4.00,"2,550","11,450",425.65,0,2,3,3,26m 54s,"31,587","14,310","12,844",0,140,0,0,2,1,0,"564,870",92.6%,25m 46s,0,0,7,486,3,4,4,5
14353499855015008718,zeroserker#1337,1,2,0,0.50,386,"1,725",216.08,0,0,,33,07m 59s,"5,905","1,725","3,905",0,0,0,0,,0,1,"248,069",69.3%,06m 47s,0,0,1,200,1,1,1,4
13417250515865669045,zeroserker#1337,0,3,1,0.00,239,650,62.60,0,0,,35,10m 23s,"6,803","1,850","4,883",0,0,0,0,,0,2,"333,151",58.0%,09m 06s,0,0,,400,2,,0,4
13426168631278262426,zeroserker#1337,1,2,0,0.50,482,575,76.50,0,1,,34,07m 31s,"5,557","1,325","3,627",0,40,0,0,,0,1,"303,966",43.2%,06m 13s,0,0,,381,2,1,1,
11173223901915530206,zeroserker#1337,2,2,1,1.00,684,"14,500",670.26,0,0,2,10,21m 38s,"29,940","16,940","11,204",0,10,0,0,2,1,0,"565,260",98.8%,20m 24s,0,0,10,570,4,2,3,11
12829662675793253932,zeroserker#1337,1,4,0,0.25,991,"10,350",530.32,0,0,,14,19m 31s,"26,104","14,980","10,424",0,0,0,0,,0,3,"401,810",86.3%,18m 18s,0,0,7,864,5,1,1,17
751642028443550600,zeroserker#1337,1,2,0,0.50,693,"3,050",233.12,0,1,,25,13m 05s,"12,358","3,600","7,650",0,20,0,0,,0,1,"375,581",98.4%,11m 47s,0,0,1,332,,2,2,15
14602709927280981017,zeroserker#1337,2,5,2,0.40,"1,258","3,450",249.40,0,0,,1,13m 50s,"11,812","5,415","5,323",0,45,0,0,,0,1,"99,030",84.8%,12m 22s,0,0,2,"1,402",4,2,2,5
3204341211208396686,zeroserker#1337,0,7,2,0.00,515,"1,600",94.67,0,0,,,16m 54s,"23,820","4,688","9,291",0,250,0,0,,,,"541,225",91.8%,,0,0,4,892,3,,0,5
9000803808481523429,zeroserker#1337,0,1,1,0.00,60,675,123.48,0,0,,,05m 28s,"1,900","1,775",0,0,0,0,0,,,,"299,250",97.1%,,0,0,2,100,2,,0,1
