game_id,gamer_id,kills,deaths,assists,kd,damage,score,score_per_min,wall_bangs,headshots,reviver,team_placement,time_played,total_xp,score_xp,match_xp,challenge_xp,medal_xp,bonus_xp,misc_xp,team_wiped,gulag_kills,gulag_deaths,distance_traveled,percent_time_moving,team_survival,executions,nearmisses,kiosk_buy,damage_taken,mission_pickup_tablet,last_stand_kill,longest_streak,cache_open
1349970590346072440,gs25#11901,6,4,0,1.50,"2,819","5,675",221.54,0,0,1,7,25m 37s,"22,889","8,925","11,917",0,325,0,0,1,0,3,"394,224",65.7%,24m 17s,0,0,3,796,3,4,5,3
5073391800759570290,gs25#11901,3,2,0,1.50,976,"4,850",471.64,0,0,,25,10m 17s,"9,588","4,850","4,728",0,10,0,0,,0,1,"294,131",93.2%,08m 54s,0,0,2,580,1,3,3,7
1506613879283310283,gs25#11901,6,3,1,2.00,"2,783","8,550",338.17,0,2,,6,25m 17s,"25,543","12,090","11,650",0,345,0,0,1,1,1,"398,724",87.1%,23m 57s,0,0,4,"1,046",5,5,7,7
5763528002224044371,gs25#11901,3,3,2,1.00,654,"1,550",157.36,0,3,,24,09m 51s,"8,137","3,250","4,812",0,75,0,0,,1,1,"278,192",82.2%,08m 27s,0,0,,"1,506",3,2,3,1
1278303422428320224,gs25#11901,9,1,1,9.00,"3,992","7,000",253.01,0,3,1,1,27m 40s,"22,337","7,500","13,055",0,395,0,0,2,1,0,"440,184",95.7%,26m 12s,0,0,3,753,2,5,7,7
4196406253400131934,gs25#11901,3,2,2,1.50,"1,052","2,650",172.08,0,1,1,20,15m 24s,"11,349","3,525","7,754",0,50,0,0,,1,0,"364,872",96.2%,13m 56s,0,0,1,294,2,1,2,4
2796623059658401031,gs25#11901,1,4,1,0.25,405,725,55.84,0,0,,23,12m 59s,"8,869","1,950","6,919",0,0,0,0,,1,2,"216,306",54.5%,11m 37s,0,0,,"1,000",2,,1,2
8261152931717022901,gs25#11901,0,2,0,0.00,2,400,57.97,0,0,,42,06m 54s,"3,519",900,"2,619",0,0,0,0,,0,1,"250,842",55.1%,05m 37s,0,0,,372,1,,0,3
1887568437778101221,gs25#11901,1,2,0,0.50,727,"3,050",319.37,0,0,1,33,09m 33s,"8,748","3,900","4,818",0,30,0,0,1,0,1,"313,589",97.3%,08m 12s,0,0,1,342,1,,1,3
13879736317583612718,gs25#11901,2,4,4,0.50,"1,361","1,225",78.69,0,1,,14,15m 34s,"10,333","2,225","8,098",0,10,0,0,,0,3,"349,593",74.0%,14m 26s,0,0,,"1,371",3,2,1,1
17936720697837612700,gs25#11901,4,3,2,1.33,"1,311","4,300",322.90,0,1,2,16,13m 19s,"12,936","5,500","7,136",0,300,0,0,,1,1,"296,055",75.2%,11m 56s,0,0,2,592,2,6,6,1
18409220596838858383,gs25#11901,5,1,0,5.00,"2,119","2,725",260.77,0,4,,24,10m 27s,"8,313","3,025","5,157",0,70,0,0,1,0,0,"358,508",96.5%,09m 07s,0,0,1,101,1,3,4,2
14884971557010714661,gs25#11901,7,1,3,7.00,"2,109","12,800",459.06,0,3,,1,27m 53s,"29,905","15,265","13,160",0,90,0,0,2,1,0,"613,651",96.2%,26m 30s,0,0,8,928,5,4,4,10
17598370770509513912,gs25#11901,1,1,1,1.00,579,"1,525",194.27,0,1,,32,07m 51s,"4,937","2,025","2,892",0,20,0,0,,1,0,"346,785",94.7%,06m 43s,0,0,1,241,1,,1,2
8080349017543406698,gs25#11901,5,3,2,1.67,"2,471","2,200",183.33,0,0,1,25,12m 00s,"7,892","2,700","5,172",0,20,0,0,2,0,2,"303,690",78.5%,10m 48s,0,0,,667,1,3,2,2
16355085095961927714,gs25#11901,5,4,0,1.25,"2,287","6,475",284.41,0,3,,6,22m 46s,"20,804","9,115","11,403",0,40,0,0,,1,2,"440,169",74.6%,21m 17s,0,0,4,"1,169",5,5,3,4
5255207794834729797,gs25#11901,2,2,0,1.00,"1,070","1,550",241.56,0,0,,41,06m 25s,"4,225","1,550","2,675",0,0,0,0,1,1,0,"250,502",97.8%,05m 15s,0,0,,201,1,,2,4
16082110357505368606,gs25#11901,4,2,0,2.00,"1,175",875,170.45,0,0,,45,05m 08s,"2,666",875,"1,776",0,15,0,0,,1,0,"284,491",99.6%,03m 53s,0,0,,517,,1,1,2
17481702605293288996,gs25#11901,1,3,0,0.33,588,400,65.57,0,0,,42,06m 06s,"3,293",400,"2,893",0,0,0,0,,1,1,"217,067",79.3%,04m 56s,0,0,,782,1,,1,
12102350643965864420,gs25#11901,3,2,0,1.50,"1,121","5,875",455.43,0,0,,25,12m 54s,"13,606","6,795","6,781",0,30,0,0,1,1,0,"296,397",92.2%,11m 38s,0,0,3,645,1,1,3,8
