game_id,gamer_id,kills,deaths,assists,kd,damage,score,score_per_min,wall_bangs,headshots,reviver,team_placement,time_played,total_xp,score_xp,match_xp,challenge_xp,medal_xp,bonus_xp,misc_xp,team_wiped,gulag_kills,gulag_deaths,distance_traveled,percent_time_moving,team_survival,executions,nearmisses,kiosk_buy,damage_taken,mission_pickup_tablet,last_stand_kill,longest_streak,cache_open
696916498842650050,yummkpop#1347,3,2,0,1.50,"1,107","10,350",529.86,0,0,1,7,19m 32s,"23,892","13,110","10,462",0,20,0,0,1,1,0,"481,992",95.5%,18m 04s,0,0,7,400,3,2,4,11
5560916811748953461,yummkpop#1347,1,2,0,0.50,237,450,59.47,0,0,,30,07m 34s,"4,103",750,"3,353",0,0,0,0,,1,0,"222,370",62.7%,06m 16s,0,0,,253,2,,1,
6269943296564155979,yummkpop#1347,8,2,1,4.00,"4,850","10,850",404.10,0,2,3,5,26m 51s,"28,550","13,420","12,601",0,300,0,0,1,0,1,"513,414",93.6%,25m 35s,0,0,5,"1,029",4,6,5,13
12671995038493568809,yummkpop#1347,5,2,2,2.50,"2,049","6,750",658.54,0,2,1,30,10m 15s,"11,038","7,400","3,573",0,50,0,0,1,1,0,"284,910",91.4%,08m 49s,0,0,3,504,2,4,3,5
16190990030985464430,yummkpop#1347,4,2,1,2.00,"1,933","3,525",241.16,0,1,,22,14m 37s,"10,792","4,270","6,487",0,35,0,0,1,0,2,"366,912",67.2%,13m 12s,0,0,1,393,3,3,4,5
5766657659504091454,yummkpop#1347,1,0,1,1.00,"1,032","1,400",291.67,0,0,,11,04m 48s,"4,365","2,675","1,680",0,10,0,0,,0,0,"84,542",96.1%,03m 28s,0,0,,137,1,4,4,1
11698300319115607519,yummkpop#1347,4,3,0,1.33,"1,407","2,625",163.72,0,1,1,16,16m 02s,"12,342","4,525","7,787",0,30,0,0,,0,2,"469,189",61.9%,14m 43s,0,0,1,586,3,2,3,4
17182078833479220539,yummkpop#1347,6,3,3,2.00,"2,982","9,300",357.01,0,4,1,3,26m 03s,"25,945","11,740","12,597",0,385,0,0,3,0,2,"388,894",74.7%,24m 46s,0,0,3,798,4,4,7,6
15925514889536635669,yummkpop#1347,13,2,2,6.50,"4,324","11,625",489.13,0,8,2,8,23m 46s,"26,432","12,625","11,139",0,920,0,0,1,1,0,"526,699",96.0%,22m 34s,0,0,6,477,2,12,12,4
573270288278313393,yummkpop#1347,4,2,1,2.00,"1,847","2,375",181.30,0,2,,26,13m 06s,"8,365","2,975","5,208",0,60,0,0,1,1,0,"404,374",87.3%,11m 46s,0,0,,787,2,3,3,4
