game_id,game_date,gamer_id,game_type,game_time,placement,kills,cache_open,damage,damage_per_min
13879736317583612718,Matches Today,zeroserker#1337,BR Quads,04:44 AM,14th,2,7,"1,305",83.83
17936720697837612700,Matches Today,zeroserker#1337,BR Quads,04:29 AM,16th,3,2,874,65.63
18409220596838858383,Matches Today,zeroserker#1337,BR Quads,04:18 AM,24th,1,6,523,49.97
14884971557010714661,Matches Today,zeroserker#1337,BR Quads,03:49 AM,1st,4,3,"2,171",77.91
17598370770509513912,Matches Today,zeroserker#1337,BR Quads,03:39 AM,32nd,1,4,604,76.94
8080349017543406698,Matches Today,zeroserker#1337,BR Quads,03:26 AM,25th,3,3,726,60.50
16355085095961927714,Matches Today,zeroserker#1337,BR Quads,03:01 AM,6th,2,4,569,24.99
5255207794834729797,Matches Today,zeroserker#1337,BR Trios,02:51 AM,41st,2,1,488,75.85
16082110357505368606,Matches Today,zeroserker#1337,BR Trios,02:45 AM,45th,0,4,237,46.02
17481702605293288996,Matches Today,zeroserker#1337,BR Trios,02:23 AM,42nd,2,,"1,120",183.61
15516070616639359873,Matches Today,zeroserker#1337,Blood Money,01:52 AM,,0,,0,0.00
12102350643965864420,Matches Today,zeroserker#1337,BR Trios,12:40 AM,25th,3,7,719,55.81
16593104028469417369,Matches Today,zeroserker#1337,BR Trios,12:36 AM,50th,1,1,244,92.08
293424538374166651,Matches Today,zeroserker#1337,BR Trios,12:26 AM,38th,1,6,666,75.11
16391081747289429192,Matches Today,zeroserker#1337,BR Trios,12:13 AM,32nd,3,2,705,56.70
15882335971872460315,Dec 24,zeroserker#1337,BR Trios,11:54 PM,17th,4,8,"1,600",90.74
8512796566203311929,Dec 24,zeroserker#1337,BR Trios,11:31 PM,5th,4,10,"1,905",85.23
15237877672722414880,Dec 24,zeroserker#1337,Blood Money,08:14 PM,,4,5,"1,224",70.48
531105364054468390,Dec 24,zeroserker#1337,Blood Money,07:56 PM,,0,6,0,0.00
10659591737534090491,Dec 24,zeroserker#1337,Blood Money,04:10 PM,,0,5,300,21.51
