game_id,game_date,gamer_id,game_type,game_time,placement,kills,cache_open,damage,damage_per_min
11953989740954279467,Matches Today,zeroserker#1337,BR Quads,05:13 AM,8th,3,5,"1,590",66.67
15523428824912408014,Matches Today,zeroserker#1337,BR Quads,04:51 AM,14th,1,2,"1,159",56.40
14277152533142654519,Matches Today,zeroserker#1337,BR Quads,04:38 AM,27th,1,9,229,18.95
17617647452243470606,Matches Today,zeroserker#1337,BR Quads,04:18 AM,12th,2,5,"1,214",63.67
17405525693127673412,Matches Today,zeroserker#1337,BR Quads,03:48 AM,1st,6,15,"2,537",88.55
3298332840489304887,Matches Today,zeroserker#1337,Plunder Trios,02:23 AM,,6,8,"2,039",129.46
8904584639767076407,Matches Today,zeroserker#1337,Plunder Trios,02:21 AM,,0,,400,461.54
3134767018198690423,Dec 18,zeroserker#1337,BR Trios,09:31 PM,6th,6,6,"2,544",98.73
16030997275012781550,Dec 18,zeroserker#1337,BR Trios,09:21 PM,34th,1,5,167,18.22
3498931785405267104,Dec 18,zeroserker#1337,BR Trios,09:11 PM,39th,0,4,110,15.42
7513160927943328473,Dec 18,zeroserker#1337,Resurgence Trios,09:05 PM,10th,3,2,"1,091",226.51
2593590980207336692,Dec 18,zeroserker#1337,Resurgence Trios,08:51 PM,5th,5,3,"1,563",128.64
4924300663617838581,Dec 18,zeroserker#1337,Resurgence Trios,08:46 PM,17th,0,2,310,78.15
10921881957895692770,Dec 18,zeroserker#1337,Resurgence Trios,08:33 PM,8th,4,6,"1,020",150.37
7589415429966096182,Dec 18,zeroserker#1337,BR Quads,05:13 AM,4th,0,11,735,28.41
15758024601860525316,Dec 18,zeroserker#1337,BR Quads,04:59 AM,22nd,1,4,639,48.59
8558556633936751383,Dec 18,zeroserker#1337,BR Quads,04:26 AM,1st,4,6,"2,598",92.18
14159589573646897553,Dec 18,zeroserker#1337,BR Quads,04:08 AM,15th,1,1,716,40.30
13388086087924970619,Dec 18,zeroserker#1337,BR Quads,03:55 AM,32nd,1,4,421,37.37
16353312942330841573,Dec 18,zeroserker#1337,BR Quads,03:29 AM,9th,3,12,859,37.81
