game_id,game_date,gamer_id,game_type,game_time,placement,kills,cache_open,damage,damage_per_min
16163492498473796891,Matches Today,yummkpop#1347,BR Quads,05:38 AM,4th,12,8,"4,824",185.78
11953989740954279467,Matches Today,yummkpop#1347,BR Quads,05:13 AM,8th,12,5,"6,194",259.71
15523428824912408014,Matches Today,yummkpop#1347,BR Quads,04:51 AM,14th,3,5,"2,122",103.34
14277152533142654519,Matches Today,yummkpop#1347,BR Quads,04:38 AM,27th,3,6,"1,621",134.34
17617647452243470606,Matches Today,yummkpop#1347,BR Quads,04:18 AM,12th,2,14,599,31.36
17405525693127673412,Matches Today,yummkpop#1347,BR Quads,03:48 AM,1st,11,11,"3,001",104.75
3134767018198690423,Dec 18,yummkpop#1347,BR Trios,09:31 PM,6th,9,12,"4,805",186.48
16030997275012781550,Dec 18,yummkpop#1347,BR Trios,09:21 PM,34th,2,4,535,58.36
3498931785405267104,Dec 18,yummkpop#1347,BR Trios,09:11 PM,39th,3,3,"1,117",156.96
7513160927943328473,Dec 18,yummkpop#1347,Resurgence Trios,09:05 PM,10th,0,4,654,136.25
2593590980207336692,Dec 18,yummkpop#1347,Resurgence Trios,08:51 PM,5th,3,7,"2,466",202.96
4924300663617838581,Dec 18,yummkpop#1347,Resurgence Trios,08:46 PM,17th,2,4,559,140.92
7589415429966096182,Dec 18,yummkpop#1347,BR Quads,05:13 AM,4th,5,8,"1,787",69.13
15758024601860525316,Dec 18,yummkpop#1347,BR Quads,04:59 AM,22nd,1,5,657,49.96
8558556633936751383,Dec 18,yummkpop#1347,BR Quads,04:26 AM,1st,19,8,"5,917",209.82
14159589573646897553,Dec 18,yummkpop#1347,BR Quads,04:08 AM,15th,5,6,"1,999",112.51
13388086087924970619,Dec 18,yummkpop#1347,BR Quads,03:55 AM,32nd,4,5,"1,135",100.00
16353312942330841573,Dec 18,yummkpop#1347,BR Quads,03:29 AM,9th,7,5,"3,270",144.05
