game_id,game_date,gamer_id,game_type,game_time,placement,kills,cache_open,damage,damage_per_min
11953989740954279467,Matches Today,gs25#11901,BR Quads,05:13 AM,8th,7,4,"2,704",113.30
15523428824912408014,Matches Today,gs25#11901,BR Quads,04:51 AM,14th,6,10,"2,340",113.87
14277152533142654519,Matches Today,gs25#11901,BR Quads,04:38 AM,27th,3,10,"1,311",108.65
17617647452243470606,Matches Today,gs25#11901,BR Quads,04:18 AM,12th,2,2,939,49.21
17405525693127673412,Matches Today,gs25#11901,BR Quads,03:48 AM,1st,6,9,"4,046",141.30
3134767018198690423,Dec 18,gs25#11901,BR Trios,09:31 PM,6th,9,4,"3,619",140.45
16030997275012781550,Dec 18,gs25#11901,BR Trios,09:21 PM,34th,1,4,272,29.35
7589415429966096182,Dec 18,gs25#11901,BR Quads,05:13 AM,4th,4,5,"2,549",98.61
15758024601860525316,Dec 18,gs25#11901,BR Quads,04:59 AM,22nd,2,2,821,62.51
8558556633936751383,Dec 18,gs25#11901,BR Quads,04:26 AM,1st,5,13,"3,652",129.58
14159589573646897553,Dec 18,gs25#11901,BR Quads,04:08 AM,15th,4,7,"1,173",66.08
13388086087924970619,Dec 18,gs25#11901,BR Quads,03:55 AM,32nd,3,7,"1,036",91.41
16353312942330841573,Dec 18,gs25#11901,BR Quads,03:29 AM,9th,5,7,"1,793",78.99
