game_id,game_date,gamer_id,game_type,game_time,placement,kills,cache_open,damage,damage_per_min
4223078244781390265,Matches Today,gs25#11901,BR Quads,05:20 AM,1st,8,12,"3,547",122.66
17718494056479241550,Matches Today,gs25#11901,BR Quads,05:09 AM,30th,0,2,350,38.67
3901270746947754775,Matches Today,gs25#11901,BR Quads,04:59 AM,29th,2,3,585,65.49
14610447734651179791,Matches Today,gs25#11901,BR Quads,04:38 AM,17th,3,7,"1,434",74.49
17662941684753188415,Matches Today,gs25#11901,BR Quads,04:11 AM,4th,7,4,"2,590",100.39
1641179966283275967,Matches Today,gs25#11901,BR Quads,04:02 AM,27th,0,3,137,22.58
620456720349317774,Matches Today,gs25#11901,BR Quads,03:57 AM,39th,1,2,370,77.62
5180405638005609626,Matches Today,gs25#11901,BR Quads,03:38 AM,19th,2,4,"1,032",57.71
17222959032403174043,Matches Today,gs25#11901,BR Quads,03:11 AM,3rd,10,2,"4,000",160.43
10109219542639529661,Matches Today,gs25#11901,BR Quads,02:51 AM,13th,5,7,"2,482",130.40
13081893180769603233,Matches Today,gs25#11901,BR Quads,02:28 AM,11th,0,,0,0.00
12087654651502172632,Dec 27,gs25#11901,BR Trios,09:05 PM,6th,6,8,"2,119",86.67
13453431843601853352,Dec 27,gs25#11901,BR Trios,08:50 PM,15th,5,8,"2,105",155.93
8927636214016453973,Dec 27,gs25#11901,BR Trios,08:40 PM,32nd,1,6,224,26.10
3497730070697968140,Dec 27,gs25#11901,BR Trios,08:20 PM,18th,7,9,"2,632",175.08
2059227658988340604,Dec 27,gs25#11901,BR Trios,07:58 PM,11th,5,7,"2,143",100.45
10212128878315898499,Dec 27,gs25#11901,BR Trios,07:27 PM,2nd,5,9,"1,724",62.65
16989541541350840783,Dec 27,gs25#11901,BR Trios,07:12 PM,21st,2,7,"1,006",70.10
5092704976410121218,Dec 27,gs25#11901,BR Trios,06:46 PM,3rd,3,6,"1,710",68.40
13873556314621812488,Dec 27,gs25#11901,BR Trios,06:34 PM,30th,4,3,"1,146",158.43
