game_id,game_date,gamer_id,game_type,game_time,placement,kills,cache_open,damage,damage_per_min
7589415429966096182,Matches Today,zeroserker#1337,BR Quads,05:13 AM,4th,0,11,735,28.41
15758024601860525316,Matches Today,zeroserker#1337,BR Quads,04:59 AM,22nd,1,4,639,48.59
8558556633936751383,Matches Today,zeroserker#1337,BR Quads,04:26 AM,1st,4,6,"2,598",92.18
14159589573646897553,Matches Today,zeroserker#1337,BR Quads,04:08 AM,15th,1,1,716,40.30
13388086087924970619,Matches Today,zeroserker#1337,BR Quads,03:55 AM,32nd,1,4,421,37.37
16353312942330841573,Matches Today,zeroserker#1337,BR Quads,03:29 AM,9th,3,12,859,37.81
14163324018580068960,Dec 17,zeroserker#1337,Resurgence Trios,07:56 PM,1st,6,3,"2,388",164.12
14207631149802564115,Dec 17,zeroserker#1337,Resurgence Trios,07:43 PM,7th,3,9,"1,725",138.74
8183667230659728315,Dec 17,zeroserker#1337,Resurgence Trios,07:27 PM,1st,7,6,"2,712",178.42
18017131144200455215,Dec 17,zeroserker#1337,Resurgence Trios,07:21 PM,12th,0,3,304,66.33
75842047546686928,Dec 17,zeroserker#1337,Resurgence Trios,05:02 PM,2nd,3,8,956,67.25
10218146655629296838,Dec 17,zeroserker#1337,Resurgence Trios,04:21 PM,3rd,7,5,"2,676",200.70
12955494158444691315,Dec 17,zeroserker#1337,BR Quads,05:37 AM,13th,1,10,366,17.09
12738010084500329887,Dec 17,zeroserker#1337,BR Quads,05:12 AM,6th,3,3,"1,688",72.03
7314646276288291020,Dec 17,zeroserker#1337,BR Quads,04:57 AM,20th,10,4,"2,780",211.41
13762401846356229730,Dec 17,zeroserker#1337,BR Quads,04:35 AM,10th,2,2,"1,493",80.27
7573066476077844879,Dec 17,zeroserker#1337,BR Quads,04:06 AM,1st,3,11,"1,281",45.53
11269262590786748193,Dec 17,zeroserker#1337,BR Quads,03:45 AM,11th,2,4,"1,282",64.86
2452511754432298028,Dec 17,zeroserker#1337,BR Quads,03:12 AM,1st,8,11,"3,128",112.05
166789920170152961,Dec 17,zeroserker#1337,Resurgence Trios,02:49 AM,7th,0,3,604,57.07
