game_id,game_date,gamer_id,game_type,game_time,placement,kills,cache_open,damage,damage_per_min
4223078244781390265,Matches Today,zeroserker#1337,BR Quads,05:20 AM,1st,5,5,"1,217",42.09
17718494056479241550,Matches Today,zeroserker#1337,BR Quads,05:09 AM,30th,2,3,739,81.36
3901270746947754775,Matches Today,zeroserker#1337,BR Quads,04:59 AM,29th,1,,106,11.84
14610447734651179791,Matches Today,zeroserker#1337,BR Quads,04:38 AM,17th,1,6,385,19.97
17662941684753188415,Matches Today,zeroserker#1337,BR Quads,04:11 AM,4th,1,11,610,23.64
1641179966283275967,Matches Today,zeroserker#1337,BR Quads,04:02 AM,27th,1,2,122,20.05
620456720349317774,Matches Today,zeroserker#1337,BR Quads,03:57 AM,39th,0,,150,31.25
5180405638005609626,Matches Today,zeroserker#1337,BR Quads,03:38 AM,19th,3,4,"1,293",72.23
17222959032403174043,Matches Today,zeroserker#1337,BR Quads,03:11 AM,3rd,4,4,"1,013",40.63
10109219542639529661,Matches Today,zeroserker#1337,BR Quads,02:51 AM,13th,5,2,"2,038",107.08
13081893180769603233,Matches Today,zeroserker#1337,BR Quads,02:28 AM,11th,5,11,"2,260",105.12
12087654651502172632,Dec 27,zeroserker#1337,BR Trios,09:05 PM,6th,9,4,"2,556",104.54
13453431843601853352,Dec 27,zeroserker#1337,BR Trios,08:50 PM,15th,4,7,"1,251",92.67
8927636214016453973,Dec 27,zeroserker#1337,BR Trios,08:40 PM,32nd,0,5,186,21.93
3497730070697968140,Dec 27,zeroserker#1337,BR Trios,08:20 PM,18th,3,6,"1,440",83.00
2059227658988340604,Dec 27,zeroserker#1337,BR Trios,07:58 PM,11th,5,6,"2,071",97.00
10212128878315898499,Dec 27,zeroserker#1337,BR Trios,07:27 PM,2nd,1,6,"1,279",47.61
16989541541350840783,Dec 27,zeroserker#1337,BR Trios,07:12 PM,21st,1,5,328,22.99
5092704976410121218,Dec 27,zeroserker#1337,BR Trios,06:46 PM,3rd,1,8,775,30.98
13873556314621812488,Dec 27,zeroserker#1337,BR Trios,06:34 PM,30th,2,2,404,42.83
