game_id,game_date,gamer_id,game_type,game_time,placement,kills,cache_open,damage,damage_per_min
7589415429966096182,Matches Today,yummkpop#1347,BR Quads,05:13 AM,4th,5,8,"1,787",69.13
15758024601860525316,Matches Today,yummkpop#1347,BR Quads,04:59 AM,22nd,1,5,657,49.96
8558556633936751383,Matches Today,yummkpop#1347,BR Quads,04:26 AM,1st,19,8,"5,917",209.82
14159589573646897553,Matches Today,yummkpop#1347,BR Quads,04:08 AM,15th,5,6,"1,999",112.51
13388086087924970619,Matches Today,yummkpop#1347,BR Quads,03:55 AM,32nd,4,5,"1,135",100.00
16353312942330841573,Matches Today,yummkpop#1347,BR Quads,03:29 AM,9th,7,5,"3,270",144.05
12955494158444691315,Dec 17,yummkpop#1347,BR Quads,05:37 AM,13th,7,16,"1,985",92.68
12738010084500329887,Dec 17,yummkpop#1347,BR Quads,05:12 AM,6th,3,6,"1,944",83.02
7314646276288291020,Dec 17,yummkpop#1347,BR Quads,04:57 AM,20th,7,2,"2,745",208.75
13762401846356229730,Dec 17,yummkpop#1347,BR Quads,04:35 AM,10th,4,3,"1,821",97.90
7573066476077844879,Dec 17,yummkpop#1347,BR Quads,04:06 AM,1st,7,10,"3,200",113.74
11269262590786748193,Dec 17,yummkpop#1347,BR Quads,03:45 AM,11th,2,3,"1,181",59.75
2452511754432298028,Dec 17,yummkpop#1347,BR Quads,03:12 AM,1st,8,9,"3,884",139.13
166789920170152961,Dec 17,yummkpop#1347,Resurgence Trios,02:49 AM,7th,5,3,"1,851",174.62
12908584275300178648,Dec 17,yummkpop#1347,Resurgence Trios,02:33 AM,5th,5,5,"2,286",193.18
17948462844728439216,Dec 17,yummkpop#1347,Resurgence Trios,02:29 AM,13th,0,1,150,40.36
