game_id,game_date,gamer_id,game_type,game_time,placement,kills,cache_open,damage,damage_per_min
3718319751120731954,Matches Today,zeroserker#1337,Other,07:10 PM,11th,4,11,"1,164",126.75
1182579065325787508,Matches Today,zeroserker#1337,BR Duos,07:09 PM,73rd,0,,0,0.00
506524265722139618,Matches Today,zeroserker#1337,BR Trios,07:08 PM,43rd,0,,0,0.00
7682715066388759630,Matches Today,zeroserker#1337,Other,06:59 PM,12th,2,,"1,003",138.98
12768572730061614883,Matches Today,zeroserker#1337,Other,06:04 PM,4th,3,2,"1,504",120.80
3775141193067573095,Matches Today,zeroserker#1337,BR Solos,06:02 PM,143rd,0,,156,156.00
6845991740934553836,Matches Today,zeroserker#1337,Other,05:05 PM,5th,4,11,"2,076",189.88
4939957643329881775,Matches Today,zeroserker#1337,Other,04:59 PM,10th,0,6,65,14.13
13948870526973591366,Matches Today,zeroserker#1337,Other,04:41 PM,1st,5,10,"2,353",167.67
17532760443619314163,Matches Today,zeroserker#1337,Other,04:40 PM,18th,0,,0,0.00
869422005164928779,Matches Today,zeroserker#1337,Other,04:37 PM,15th,0,1,8,3.10
7621213958064228251,Matches Today,zeroserker#1337,Other,04:36 PM,19th,0,,0,0.00
1603462497769647278,Matches Today,zeroserker#1337,Other,04:33 PM,16th,0,,0,0.00
4559040209714290565,Matches Today,zeroserker#1337,BR Trios,03:30 PM,30th,3,4,"1,441",115.90
6660689358942084980,Matches Today,zeroserker#1337,BR Trios,03:23 PM,40th,3,1,"1,111",192.66
10608319818845517924,Matches Today,zeroserker#1337,BR Trios,03:08 PM,19th,3,18,"1,278",95.02
2685703178302667620,Matches Today,zeroserker#1337,BR Trios,02:57 PM,32nd,2,2,374,37.03
6969173022209160501,Matches Today,zeroserker#1337,BR Quads,04:40 AM,30th,0,2,304,34.61
10251437350741294273,Matches Today,zeroserker#1337,BR Quads,04:14 AM,27th,1,2,332,39.06
15421420414925206938,Matches Today,zeroserker#1337,BR Quads,03:49 AM,15th,2,2,"1,250",72.12
