game_id,game_date,gamer_id,game_type,game_time,placement,kills,cache_open,damage,damage_per_min
16076048920570322838,Matches Today,zeroserker#1337,BR Trios,03:22 AM,47th,0,,255,43.34
2662865406489271998,Matches Today,zeroserker#1337,BR Trios,03:09 AM,22nd,2,5,337,28.97
184202694285440376,Matches Today,zeroserker#1337,BR Trios,02:41 AM,3rd,8,5,"2,550",94.80
14353499855015008718,Matches Today,zeroserker#1337,BR Trios,02:32 AM,33rd,1,4,386,48.35
13417250515865669045,Matches Today,zeroserker#1337,BR Trios,02:21 AM,35th,0,4,239,23.02
13426168631278262426,Matches Today,zeroserker#1337,BR Trios,02:11 AM,34th,1,,482,64.12
11173223901915530206,Matches Today,zeroserker#1337,BR Duos,01:47 AM,10th,2,11,684,31.62
12829662675793253932,Matches Today,zeroserker#1337,BR Duos,01:26 AM,14th,1,17,991,50.78
751642028443550600,Matches Today,zeroserker#1337,BR Duos,01:10 AM,25th,1,15,693,52.97
14602709927280981017,Dec 20,zeroserker#1337,Resurgence Trios,05:36 PM,1st,2,5,"1,258",90.94
3204341211208396686,Dec 20,zeroserker#1337,Plunder Trios,05:16 PM,,0,5,515,30.47
9000803808481523429,Dec 20,zeroserker#1337,Plunder Trios,03:32 PM,,0,1,60,10.98
