game_id,game_date,gamer_id,game_type,game_time,placement,kills,cache_open,damage,damage_per_min
12738010084500329887,Matches Today,gs25#11901,BR Quads,05:12 AM,6th,5,7,"1,959",83.66
7314646276288291020,Matches Today,gs25#11901,BR Quads,04:57 AM,20th,7,5,"2,074",157.72
13762401846356229730,Matches Today,gs25#11901,BR Quads,04:35 AM,10th,6,8,"2,229",119.84
7573066476077844879,Matches Today,gs25#11901,BR Quads,04:06 AM,1st,7,8,"4,348",154.55
11269262590786748193,Matches Today,gs25#11901,BR Quads,03:45 AM,11th,3,1,"2,068",104.62
2452511754432298028,Matches Today,gs25#11901,BR Quads,03:12 AM,1st,6,6,"3,421",122.62
166789920170152961,Matches Today,gs25#11901,Other,02:49 AM,7th,1,3,"1,014",95.66
12908584275300178648,Matches Today,gs25#11901,Other,02:33 AM,5th,2,2,"1,460",123.38
17948462844728439216,Matches Today,gs25#11901,Other,02:29 AM,13th,1,,207,56.20
6371716728980100184,Dec 16,gs25#11901,BR Quads,11:15 PM,4th,2,4,"1,952",76.15
1994483019911682945,Dec 16,gs25#11901,BR Quads,11:06 PM,28th,2,2,612,74.79
17186776500400332224,Dec 16,gs25#11901,BR Quads,10:45 PM,16th,7,1,"2,276",123.70
3376491939744792884,Dec 16,gs25#11901,BR Quads,10:26 PM,22nd,1,4,904,71.75
4559040209714290565,Dec 16,gs25#11901,BR Trios,03:30 PM,30th,2,4,"1,133",86.93
6660689358942084980,Dec 16,gs25#11901,BR Trios,03:23 PM,40th,2,2,852,147.75
10608319818845517924,Dec 16,gs25#11901,BR Trios,03:08 PM,19th,1,4,839,62.46
2685703178302667620,Dec 16,gs25#11901,BR Trios,02:57 PM,32nd,2,6,867,85.84
6969173022209160501,Dec 16,gs25#11901,BR Quads,04:40 AM,30th,1,3,267,30.40
10251437350741294273,Dec 16,gs25#11901,BR Quads,04:14 AM,27th,2,2,"1,104",129.88
15421420414925206938,Dec 16,gs25#11901,BR Quads,03:49 AM,15th,4,5,"1,202",69.41
