game_id,game_date,gamer_id,game_type,game_time,placement,kills,cache_open,damage,damage_per_min
13879736317583612718,Matches Today,gs25#11901,BR Quads,04:44 AM,14th,2,1,"1,361",87.43
17936720697837612700,Matches Today,gs25#11901,BR Quads,04:29 AM,16th,4,1,"1,311",98.45
18409220596838858383,Matches Today,gs25#11901,BR Quads,04:18 AM,24th,5,2,"2,119",202.78
14884971557010714661,Matches Today,gs25#11901,BR Quads,03:49 AM,1st,7,10,"2,109",75.64
17598370770509513912,Matches Today,gs25#11901,BR Quads,03:39 AM,32nd,1,2,579,73.76
8080349017543406698,Matches Today,gs25#11901,BR Quads,03:26 AM,25th,5,2,"2,471",205.92
16355085095961927714,Matches Today,gs25#11901,BR Quads,03:01 AM,6th,5,4,"2,287",100.45
5255207794834729797,Matches Today,gs25#11901,BR Trios,02:51 AM,41st,2,4,"1,070",166.75
16082110357505368606,Matches Today,gs25#11901,BR Trios,02:45 AM,45th,4,2,"1,175",228.90
17481702605293288996,Matches Today,gs25#11901,BR Trios,02:23 AM,42nd,1,,588,96.39
12102350643965864420,Matches Today,gs25#11901,BR Trios,12:40 AM,25th,3,8,"1,121",86.90
16593104028469417369,Matches Today,gs25#11901,BR Trios,12:36 AM,50th,0,1,225,84.38
293424538374166651,Matches Today,gs25#11901,BR Trios,12:26 AM,38th,1,6,397,44.77
16391081747289429192,Matches Today,gs25#11901,BR Trios,12:13 AM,32nd,4,1,"1,469",118.31
15882335971872460315,Dec 24,gs25#11901,BR Trios,11:54 PM,17th,6,6,"2,448",138.83
8512796566203311929,Dec 24,gs25#11901,BR Trios,11:31 PM,5th,2,3,"1,352",60.54
696916498842650050,Dec 24,gs25#11901,BR Quads,04:43 AM,7th,1,5,"1,148",58.77
5560916811748953461,Dec 24,gs25#11901,BR Quads,04:34 AM,30th,2,2,391,51.79
6269943296564155979,Dec 24,gs25#11901,BR Quads,04:06 AM,5th,6,13,"2,508",93.41
12671995038493568809,Dec 24,gs25#11901,BR Quads,03:55 AM,30th,4,2,"1,474",143.57
