game_id,game_date,gamer_id,game_type,game_time,placement,kills,cache_open,damage,damage_per_min
696916498842650050,Matches Today,yummkpop#1347,BR Quads,04:43 AM,7th,3,11,"1,107",56.67
5560916811748953461,Matches Today,yummkpop#1347,BR Quads,04:34 AM,30th,1,,237,31.32
6269943296564155979,Matches Today,yummkpop#1347,BR Quads,04:06 AM,5th,8,13,"4,850",180.63
12671995038493568809,Matches Today,yummkpop#1347,BR Quads,03:55 AM,30th,5,5,"2,049",199.90
16190990030985464430,Matches Today,yummkpop#1347,BR Quads,03:36 AM,22nd,4,5,"1,933",132.25
5766657659504091454,Matches Today,yummkpop#1347,Resurgence Trios,03:30 AM,11th,1,1,"1,032",215.00
11698300319115607519,Dec 23,yummkpop#1347,BR Quads,04:50 AM,16th,4,4,"1,407",87.75
17182078833479220539,Dec 23,yummkpop#1347,BR Quads,04:22 AM,3rd,6,6,"2,982",114.47
15925514889536635669,Dec 23,yummkpop#1347,BR Quads,03:57 AM,8th,13,4,"4,324",181.94
573270288278313393,Dec 23,yummkpop#1347,BR Quads,03:43 AM,26th,4,4,"1,847",140.99
