game_id,game_date,gamer_id,game_type,game_time,placement,kills,cache_open,damage,damage_per_min
1349970590346072440,Matches Today,yummkpop#1347,BR Quads,06:15 AM,7th,4,5,"2,893",112.86
5073391800759570290,Matches Today,yummkpop#1347,BR Quads,06:04 AM,25th,0,7,256,24.89
1506613879283310283,Matches Today,yummkpop#1347,BR Quads,05:37 AM,6th,5,7,"2,325",91.96
5763528002224044371,Matches Today,yummkpop#1347,BR Quads,05:27 AM,24th,5,2,"2,032",206.29
1278303422428320224,Matches Today,yummkpop#1347,BR Trios,04:57 AM,1st,4,11,"2,795",101.02
4196406253400131934,Matches Today,yummkpop#1347,BR Trios,04:40 AM,20th,3,6,"1,827",118.76
2796623059658401031,Dec 25,yummkpop#1347,BR Trios,06:14 PM,23rd,6,5,"2,810",216.99
8261152931717022901,Dec 25,yummkpop#1347,BR Trios,06:06 PM,42nd,1,3,134,19.33
1887568437778101221,Dec 25,yummkpop#1347,BR Trios,05:56 PM,33rd,3,2,"1,122",117.49
13879736317583612718,Dec 25,yummkpop#1347,BR Quads,04:44 AM,14th,9,5,"2,448",157.26
17936720697837612700,Dec 25,yummkpop#1347,BR Quads,04:29 AM,16th,7,4,"1,636",122.85
18409220596838858383,Dec 25,yummkpop#1347,BR Quads,04:18 AM,24th,3,,951,91.00
14884971557010714661,Dec 25,yummkpop#1347,BR Quads,03:49 AM,1st,6,13,"2,773",99.63
17598370770509513912,Dec 25,yummkpop#1347,BR Quads,03:39 AM,32nd,3,1,"1,223",156.13
8080349017543406698,Dec 25,yummkpop#1347,BR Quads,03:26 AM,25th,4,7,"2,160",180.00
16355085095961927714,Dec 25,yummkpop#1347,BR Quads,03:01 AM,6th,10,5,"3,463",152.00
