profile_id,profile_date,gamer_id,playtime,games,level,level_rank,wins,wins_rank,kd,kd_rank,dmg_per_game,top5,top5_rank,top10,top10_rank,top25,top25_rank,kills,deaths,downs,avg_life,avg_life_rank,score,score_per_min,score_per_min_rank,score_per_game,cash,contracts,contracts_rank,win_perc,win_perc_rank
20201224_zeroserker_1337,2020-12-24,zeroserker#1337,27D 09H 09M Play Time,"2,181 Matches",Level 155,(Top 29%),147,Top 1.2%,1.23,Top 22%,"1,203",515,Top 1%,903,Top 0.9%,"1,683",Top 1%,"6,801","5,519","6,525",07m 08s,0,"9,815,434",248.94,Top 7%,"4,500.43",249,"3,286",Top 1.2%,6.7%,Top 7%
