profile_id,profile_date,gamer_id,playtime,games,level,level_rank,wins,wins_rank,kd,kd_rank,dmg_per_game,top5,top5_rank,top10,top10_rank,top25,top25_rank,kills,deaths,downs,avg_life,avg_life_rank,score,score_per_min,score_per_min_rank,score_per_game,cash,contracts,contracts_rank,win_perc,win_perc_rank
20201221_gs25_11901,2020-12-21,gs25#11901,20D 04H 43M Play Time,"1,577 Matches",Level 155,(Top 28%),126,Top 1.6%,1.32,Top 17%,"1,699",399,Top 2%,676,0,"1,253",Top 3%,"5,478","4,150","5,466",07m 00s,0,"6,710,898",230.75,Top 11%,"4,255.48",120,"2,385",0,8.0%,Top 4.7%
