profile_id,profile_date,gamer_id,playtime,games,level,level_rank,wins,wins_rank,kd,kd_rank,dmg_per_game,top5,top5_rank,top10,top10_rank,top25,top25_rank,kills,deaths,downs,avg_life,avg_life_rank,score,score_per_min,score_per_min_rank,score_per_game,cash,contracts,contracts_rank,win_perc,win_perc_rank
20201216_yummkpop_1347,2020-12-16,yummkpop#1347,23D 10H 57M Play Time,"1,946 Matches",Level 155,(Top 28%),144,Top 1.2%,2.41,Top 1.5%,"2,290",486,Top 1.2%,813,Top 1.2%,"1,474",Top 1.7%,"10,048","4,164","10,595",08m 06s,0,"10,744,167",318.09,Top 1.5%,"5,521.15",0,"2,743",Top 2.2%,7.4%,Top 6%
