profile_id,profile_date,gamer_id,playtime,games,level,level_rank,wins,wins_rank,kd,kd_rank,dmg_per_game,top5,top5_rank,top10,top10_rank,top25,top25_rank,kills,deaths,downs,avg_life,avg_life_rank,score,score_per_min,score_per_min_rank,score_per_game,cash,contracts,contracts_rank,win_perc,win_perc_rank
20201203_zeroserker_1337,2020-12-03,zeroserker#1337,25D 02H 39M Play Time,"1,988 Matches",Level 155,(Top 26%),130,Top 1.6%,1.23,Top 24%,"1,210",477,Top 1.2%,827,Top 1.2%,"1,550",Top 1.4%,"6,164","4,996","5,911",07m 14s,0,"8,846,374",244.65,Top 9%,"4,449.89",236,"2,980",Top 1.7%,6.5%,Top 8%
