game_id,game_date,gamer_id,game_type,game_time,placement,kills,cache_open,damage,damage_per_min
17867605811909344450,Nov 30,cozy#11349,BR Solos,11:29 PM,41st,3,6,902,63.00
16423821472679312462,Nov 30,cozy#11349,BR Solos,11:02 PM,7th,4,4,"1,198",47.35
4149629953153452848,Nov 27,cozy#11349,BR Quads,12:33 PM,3rd,6,4,"2,582",96.10
13999927581342584907,Nov 27,cozy#11349,BR Quads,12:25 PM,38th,0,,281,78.42
13045003020240095012,Nov 27,cozy#11349,BR Quads,12:02 PM,9th,2,1,"1,410",63.18
