profile_id,profile_date,gamer_id,playtime,games,level,level_rank,wins,wins_rank,kd,kd_rank,dmg_per_game,top5,top5_rank,top10,top10_rank,top25,top25_rank,kills,deaths,downs,avg_life,avg_life_rank,score,score_per_min,score_per_min_rank,score_per_game,cash,contracts,contracts_rank,win_perc,win_perc_rank
20201203_yummkpop_1347,2020-12-03,yummkpop#1347,22D 03H 14M Play Time,"1,825 Matches",Level 155,(Top 26%),134,Top 1.5%,2.39,Top 1.7%,"2,331",458,Top 1.4%,766,Top 1.5%,"1,395",Top 2%,"9,345","3,908","9,828",08m 09s,0,"10,061,467",315.66,Top 1.7%,"5,513.13",0,"2,580",Top 2.6%,7.3%,Top 6%
