game_id,game_date,gamer_id,game_type,game_time,placement,kills,cache_open,damage,damage_per_min
476391373389701175,Dec 02,bigby93#1374,BR Solos,10:13 PM,61st,3,4,752,91.52
11868413224119239119,Dec 02,bigby93#1374,BR Solos,10:09 PM,119th,1,,170,48.34
10290145798472380759,Dec 02,bigby93#1374,BR Solos,09:56 PM,47th,2,9,819,72.69
8527248930402374839,Dec 02,bigby93#1374,BR Solos,09:44 PM,70th,2,5,301,37.08
12209720951650580062,Dec 02,bigby93#1374,BR Solos,09:39 PM,123rd,1,1,241,70.88
7585142641708182743,Dec 02,bigby93#1374,BR Solos,09:30 PM,73rd,3,1,832,107.59
9669405621238347907,Dec 02,bigby93#1374,BR Quads,07:46 PM,9th,6,6,"2,735",124.04
9658649716772783504,Dec 02,bigby93#1374,BR Quads,07:37 PM,28th,4,2,"1,304",154.02
6282365242087640893,Dec 02,bigby93#1374,BR Quads,07:10 PM,2nd,11,12,"4,069",157.51
17234897325129716862,Dec 02,bigby93#1374,BR Solos,06:44 PM,130th,0,,48,14.19
9576378308333143705,Dec 02,bigby93#1374,BR Solos,06:36 PM,68th,3,6,902,133.30
10888012978034719913,Dec 02,bigby93#1374,BR Solos,06:25 PM,51st,2,8,427,48.89
5614274709702434644,Dec 02,bigby93#1374,BR Solos,06:13 PM,27th,2,8,"1,130",88.17
11834300067088971081,Dec 01,bigby93#1374,BR Quads,10:57 PM,6th,3,14,"1,847",74.33
5268302793416117289,Dec 01,bigby93#1374,BR Quads,10:44 PM,23rd,0,6,505,40.78
11202996407889354185,Dec 01,bigby93#1374,BR Quads,10:29 PM,19th,2,10,"1,794",130.47
3692702600416130481,Dec 01,bigby93#1374,BR Trios,10:26 PM,51st,0,,0,0.00
4131587330786151754,Dec 01,bigby93#1374,BR Solos,10:08 PM,53rd,6,12,"1,124",103.75
12650372176063704074,Dec 01,bigby93#1374,BR Solos,09:58 PM,64th,1,12,246,28.49
15889252965586065392,Dec 01,bigby93#1374,BR Solos,09:52 PM,111th,3,3,700,180.26
