profile_id,profile_date,gamer_id,playtime,games,level,level_rank,wins,wins_rank,kd,kd_rank,dmg_per_game,top5,top5_rank,top10,top10_rank,top25,top25_rank,kills,deaths,downs,avg_life,avg_life_rank,score,score_per_min,score_per_min_rank,score_per_game,cash,contracts,contracts_rank,win_perc,win_perc_rank
20201203_munch_1944,2020-12-03,munch#1944,4D 21H 48M Play Time,338 Matches,Level 125,(Bottom 49%),22,Top 26%,0.67,Bottom 20%,"1,026",93,Top 27%,156,Top 31%,317,Top 35%,724,"1,074",711,06m 34s,0,"977,935",138.36,Bottom 40%,"2,893.30",0,574,Top 35%,6.5%,Top 8%
