profile_id,profile_date,gamer_id,playtime,games,level,level_rank,wins,wins_rank,kd,kd_rank,dmg_per_game,top5,top5_rank,top10,top10_rank,top25,top25_rank,kills,deaths,downs,avg_life,avg_life_rank,score,score_per_min,score_per_min_rank,score_per_game,cash,contracts,contracts_rank,win_perc,win_perc_rank
20200819_gs25_11901,2020-08-19,gs25#11901,11D 09H 04M Play Time,838 Matches,Level 130,(Top 44%),54,Top 7%,1.19,Top 40%,"1,274",216,Top 6%,382,Top 4.9%,708,Top 6%,"2,766","2,317","2,700",07m 04s,Top 39%,"3,424,168",208.99,Top 25%,"4,086.12",0,"1,277",Top 7%,6.4%,Top 16%
